Mineprep:0.5 | 时间戳1789889184.6354427,中文,English,繁體中文,,,"② *生成器过滤类型{1:'👤', 2:'🟩' , 3:'🟥', 4:'🟨', 5:'🌊', 6:'📸', 7:'💡', 8:'👪', 9:'✨', 10:'🧱', 11:'𝓕', 12:'🔧'}",<2:放置生物>,<2:Mobs>,<2:放置生物>,,,,③,<3:预设素材>,<3:Preset>,<3:預設素材>,,,④,<4:附加组件>,<4:Attach>,<4:附加組件>,,,⑤,<5:枚举选项>,<5:Enum Options>,<5:枚舉選項>,,,,⑥,<6:放置方块>,<6:Blocks>,<6:放置方塊>,,,,⑦,<7:放置物品>,<7:Items>,<7:放置物品>
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,烟熏炉,smoker,煙燻爐,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,烟熏炉 [开启],smoker_on,煙燻爐 [開啟],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟥,平滑玄武岩,smooth_basalt,平滑玄武巖 (平滑玄武岩),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟥,平滑石英块,smooth_quartz,平滑石英磚 (平滑石英方塊),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟥,平滑石英台阶,smooth_quartz_slab,平滑石英半磚,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟥,平滑石英台阶 [顶部],smooth_quartz_slab_top,平滑石英半磚 [頂部],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟥,平滑石英楼梯,smooth_quartz_stairs,平滑石英樓梯 (平滑石英階梯),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟥,平滑石英楼梯 [内角],smooth_quartz_stairs_inner,平滑石英樓梯 (平滑石英階梯) [內角],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟥,平滑石英楼梯 [外角],smooth_quartz_stairs_outer,平滑石英樓梯 (平滑石英階梯) [外角],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,平滑红砂岩,smooth_red_sandstone,平滑紅砂巖 (平滑紅砂岩),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,平滑红砂岩台阶,smooth_red_sandstone_slab,平滑紅砂巖半磚 (平滑紅砂岩半磚),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,平滑红砂岩台阶 [顶部],smooth_red_sandstone_slab_top,平滑紅砂巖半磚 (平滑紅砂岩半磚) [頂部],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,平滑红砂岩楼梯,smooth_red_sandstone_stairs,平滑紅砂巖樓梯 (平滑紅砂岩階梯),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,平滑红砂岩楼梯 [内角],smooth_red_sandstone_stairs_inner,平滑紅砂巖樓梯 (平滑紅砂岩階梯) [內角],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,平滑红砂岩楼梯 [外角],smooth_red_sandstone_stairs_outer,平滑紅砂巖樓梯 (平滑紅砂岩階梯) [外角],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,平滑砂岩,smooth_sandstone,平滑砂巖 (平滑砂岩),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,平滑砂岩台阶,smooth_sandstone_slab,平滑砂巖半磚 (平滑砂岩半磚),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,平滑砂岩台阶 [顶部],smooth_sandstone_slab_top,平滑砂巖半磚 (平滑砂岩半磚) [頂部],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,平滑砂岩楼梯,smooth_sandstone_stairs,平滑砂巖樓梯 (平滑砂岩階梯),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,平滑砂岩楼梯 [内角],smooth_sandstone_stairs_inner,平滑砂巖樓梯 (平滑砂岩階梯) [內角],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,平滑砂岩楼梯 [外角],smooth_sandstone_stairs_outer,平滑砂巖樓梯 (平滑砂岩階梯) [外角],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,平滑石头,smooth_stone,平滑石頭,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,平滑石头台阶,smooth_stone_slab,平滑石頭半磚 (平滑石半磚),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,平滑石头台阶 [double],smooth_stone_slab_double,平滑石頭半磚 (平滑石半磚) [double],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,平滑石头台阶 [顶部],smooth_stone_slab_top,平滑石頭半磚 (平滑石半磚) [頂部],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,嗅探兽蛋,sniffer_egg,嗅探獸蛋,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,嗅探兽蛋 [notcracked],sniffer_egg_not_cracked,嗅探獸蛋 [notcracked],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,嗅探兽蛋 [slightlycracked],sniffer_egg_slightly_cracked,嗅探獸蛋 [slightlycracked],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,嗅探兽蛋 [verycracked],sniffer_egg_very_cracked,嗅探獸蛋 [verycracked],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩🌊,雪块,snow_block,雪塊,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩🌊,雪 [height10],snow_height10,雪 [height10],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩🌊,雪 [height12],snow_height12,雪 [height12],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩🌊,雪 [height14],snow_height14,雪 [height14],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩🌊,雪 [height2],snow_height2,雪 [height2],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩🌊,雪 [height4],snow_height4,雪 [height4],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩🌊,雪 [height6],snow_height6,雪 [height6],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩🌊,雪 [height8],snow_height8,雪 [height8],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟥💡,灵魂营火,soul_campfire,靈魂營火,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟥💡,灵魂火 [floor0],soul_fire_floor0,靈魂火 [floor0],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟥💡,灵魂火 [floor1],soul_fire_floor1,靈魂火 [floor1],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟥💡,灵魂火 [side0],soul_fire_side0,靈魂火 [side0],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟥💡,灵魂火 [side1],soul_fire_side1,靈魂火 [side1],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟥💡,灵魂火 [边alt0],soul_fire_side_alt0,靈魂火 [邊alt0],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟥💡,灵魂火 [边alt1],soul_fire_side_alt1,靈魂火 [邊alt1],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟥💡,灵魂灯笼,soul_lantern,靈魂燈籠,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟥💡,灵魂灯笼 [悬挂],soul_lantern_hanging,靈魂燈籠 [懸掛],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟥,灵魂沙,soul_sand,靈魂砂,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟥,灵魂土,soul_soil,靈魂土,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟥💡,灵魂火把,soul_torch,靈魂火炬 (靈魂火把),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟥💡,墙上的灵魂火把,soul_wall_torch,牆上的靈魂火炬 (牆上的靈魂火把),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,刷怪笼,spawner,生怪籠 (生怪磚),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩🌊,海绵,sponge,海綿,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,孢子花,spore_blossom,孢子花,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木按钮,spruce_button,杉木按鈕,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木按钮 [物品栏],spruce_button_inventory,杉木按鈕 [物品欄],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木按钮 [按下],spruce_button_pressed,杉木按鈕 [按下],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木门 [底部左],spruce_door_bottom_left,杉木門 [底部左],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木门 [底部左打开],spruce_door_bottom_left_open,杉木門 [底部左打開],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木门 [底部右],spruce_door_bottom_right,杉木門 [底部右],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木门 [底部右打开],spruce_door_bottom_right_open,杉木門 [底部右打開],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木门 [顶部左],spruce_door_top_left,杉木門 [頂部左],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木门 [顶部左打开],spruce_door_top_left_open,杉木門 [頂部左打開],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木门 [顶部右],spruce_door_top_right,杉木門 [頂部右],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木门 [顶部右打开],spruce_door_top_right_open,杉木門 [頂部右打開],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木栅栏门,spruce_fence_gate,杉木閘門 (杉木柵欄門),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木栅栏门 [打开],spruce_fence_gate_open,杉木閘門 (杉木柵欄門) [打開],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木栅栏门 [墙上],spruce_fence_gate_wall,杉木閘門 (杉木柵欄門) [牆上],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木栅栏门 [墙上打开],spruce_fence_gate_wall_open,杉木閘門 (杉木柵欄門) [牆上打開],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木栅栏 [物品栏],spruce_fence_inventory,杉木欄杆 (杉木柵欄) [物品欄],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木栅栏 [柱],spruce_fence_post,杉木欄杆 (杉木柵欄) [柱],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木栅栏 [边],spruce_fence_side,杉木欄杆 (杉木柵欄) [邊],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,悬挂式云杉木告示牌 [附着旋转0],spruce_hanging_sign_attached_rot_0,杉木吊牌 (懸掛式杉木告示牌) [附著旋轉0],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,悬挂式云杉木告示牌 [附着旋转1],spruce_hanging_sign_attached_rot_1,杉木吊牌 (懸掛式杉木告示牌) [附著旋轉1],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,悬挂式云杉木告示牌 [附着旋转2],spruce_hanging_sign_attached_rot_2,杉木吊牌 (懸掛式杉木告示牌) [附著旋轉2],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,悬挂式云杉木告示牌 [附着旋转3],spruce_hanging_sign_attached_rot_3,杉木吊牌 (懸掛式杉木告示牌) [附著旋轉3],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,悬挂式云杉木告示牌 [旋转0],spruce_hanging_sign_rot_0,杉木吊牌 (懸掛式杉木告示牌) [旋轉0],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,悬挂式云杉木告示牌 [旋转1],spruce_hanging_sign_rot_1,杉木吊牌 (懸掛式杉木告示牌) [旋轉1],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,悬挂式云杉木告示牌 [旋转2],spruce_hanging_sign_rot_2,杉木吊牌 (懸掛式杉木告示牌) [旋轉2],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,悬挂式云杉木告示牌 [旋转3],spruce_hanging_sign_rot_3,杉木吊牌 (懸掛式杉木告示牌) [旋轉3],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,云杉树叶,spruce_leaves,杉木樹葉,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,云杉原木,spruce_log,杉木原木,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,云杉原木 [水平],spruce_log_horizontal,杉木原木 [水平],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木板,spruce_planks,杉木板 (杉木材),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木压力板,spruce_pressure_plate,杉木壓力板,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木压力板 [按下],spruce_pressure_plate_down,杉木壓力板 [按下],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,云杉树苗,spruce_sapling,杉木樹苗,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木展示架,spruce_shelf,杉木置物架 (杉木展示架),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木展示架 [中],spruce_shelf_center,杉木置物架 (杉木展示架) [中],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木展示架 [物品栏],spruce_shelf_inventory,杉木置物架 (杉木展示架) [物品欄],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木展示架 [左],spruce_shelf_left,杉木置物架 (杉木展示架) [左],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木展示架 [右],spruce_shelf_right,杉木置物架 (杉木展示架) [右],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木展示架 [未连接],spruce_shelf_unconnected,杉木置物架 (杉木展示架) [未連接],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木展示架 [未充能],spruce_shelf_unpowered,杉木置物架 (杉木展示架) [未充能],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木告示牌 [旋转0],spruce_sign_rot_0,杉木指示牌 (杉木告示牌) [旋轉0],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木告示牌 [旋转1],spruce_sign_rot_1,杉木指示牌 (杉木告示牌) [旋轉1],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木告示牌 [旋转2],spruce_sign_rot_2,杉木指示牌 (杉木告示牌) [旋轉2],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木告示牌 [旋转3],spruce_sign_rot_3,杉木指示牌 (杉木告示牌) [旋轉3],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木台阶,spruce_slab,杉木半磚,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木台阶 [顶部],spruce_slab_top,杉木半磚 [頂部],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木楼梯,spruce_stairs,杉木樓梯 (杉木階梯),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木楼梯 [内角],spruce_stairs_inner,杉木樓梯 (杉木階梯) [內角],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木楼梯 [外角],spruce_stairs_outer,杉木樓梯 (杉木階梯) [外角],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木活板门 [底部],spruce_trapdoor_bottom,杉木地板門 [底部],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木活板门 [打开],spruce_trapdoor_open,杉木地板門 [打開],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,云杉木活板门 [顶部],spruce_trapdoor_top,杉木地板門 [頂部],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,墙上的悬挂式云杉木告示牌,spruce_wall_hanging_sign,牆上的杉木吊牌 (牆上的懸掛式杉木告示牌),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,墙上的云杉木告示牌,spruce_wall_sign,牆上的杉木指示牌 (牆上的杉木告示牌),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,云杉木,spruce_wood,杉木 (杉木塊),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,楼梯（父模型）,stairs,樓梯（父模型） (階梯（父模型）),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,茎连果实（父模型）,stem_fruit,莖連果實（父模型）,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,茎（父模型） [生长0],stem_growth0,莖（父模型） [生長0],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,茎（父模型） [生长1],stem_growth1,莖（父模型） [生長1],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,茎（父模型） [生长2],stem_growth2,莖（父模型） [生長2],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,茎（父模型） [生长3],stem_growth3,莖（父模型） [生長3],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,茎（父模型） [生长4],stem_growth4,莖（父模型） [生長4],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,茎（父模型） [生长5],stem_growth5,莖（父模型） [生長5],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,茎（父模型） [生长6],stem_growth6,莖（父模型） [生長6],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,茎（父模型） [生长7],stem_growth7,莖（父模型） [生長7],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,黏性活塞,sticky_piston,黏性活塞,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,黏性活塞 [物品栏],sticky_piston_inventory,黏性活塞 [物品欄],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,石头,stone,石頭,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,石砖台阶,stone_brick_slab,石磚半磚,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,石砖台阶 [顶部],stone_brick_slab_top,石磚半磚 [頂部],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,石砖楼梯,stone_brick_stairs,石磚樓梯 (石磚階梯),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,石砖楼梯 [内角],stone_brick_stairs_inner,石磚樓梯 (石磚階梯) [內角],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,石砖楼梯 [外角],stone_brick_stairs_outer,石磚樓梯 (石磚階梯) [外角],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,石砖墙 [物品栏],stone_brick_wall_inventory,石磚牆 [物品欄],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,石砖墙 [柱],stone_brick_wall_post,石磚牆 [柱],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,石砖墙 [边],stone_brick_wall_side,石磚牆 [邊],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,石砖墙 [边高],stone_brick_wall_side_tall,石磚牆 [邊高],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,石砖,stone_bricks,石磚,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,石头按钮,stone_button,石按鈕 (石製按鈕),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,石头按钮 [物品栏],stone_button_inventory,石按鈕 (石製按鈕) [物品欄],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,石头按钮 [按下],stone_button_pressed,石按鈕 (石製按鈕) [按下],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,石头 [mirrored],stone_mirrored,石頭 [mirrored],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,石头压力板,stone_pressure_plate,石壓力板 (石製壓力板),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,石头压力板 [按下],stone_pressure_plate_down,石壓力板 (石製壓力板) [按下],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,石头台阶,stone_slab,石頭半磚 (石半磚),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,石头台阶 [顶部],stone_slab_top,石頭半磚 (石半磚) [頂部],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,石头楼梯,stone_stairs,石頭樓梯 (石頭階梯),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,石头楼梯 [内角],stone_stairs_inner,石頭樓梯 (石頭階梯) [內角],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,石头楼梯 [外角],stone_stairs_outer,石頭樓梯 (石頭階梯) [外角],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,切石机,stonecutter,切石機,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,去皮金合欢原木,stripped_acacia_log,剝皮相思木原木,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,去皮金合欢原木 [水平],stripped_acacia_log_horizontal,剝皮相思木原木 [水平],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,去皮金合欢木,stripped_acacia_wood,剝皮相思木 (剝皮相思木塊),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,去皮竹块,stripped_bamboo_block,剝皮竹塊 (剝皮竹方塊),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,去皮竹块 [x],stripped_bamboo_block_x,剝皮竹塊 (剝皮竹方塊) [x],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,去皮竹块 [y],stripped_bamboo_block_y,剝皮竹塊 (剝皮竹方塊) [y],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,去皮竹块 [z],stripped_bamboo_block_z,剝皮竹塊 (剝皮竹方塊) [z],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,去皮白桦原木,stripped_birch_log,剝皮樺木原木,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,去皮白桦原木 [水平],stripped_birch_log_horizontal,剝皮樺木原木 [水平],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,去皮白桦木,stripped_birch_wood,剝皮樺木 (剝皮樺木塊),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,去皮樱花原木,stripped_cherry_log,剝皮櫻花木原木,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,去皮樱花原木 [x],stripped_cherry_log_x,剝皮櫻花木原木 [x],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,去皮樱花原木 [y],stripped_cherry_log_y,剝皮櫻花木原木 [y],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,去皮樱花原木 [z],stripped_cherry_log_z,剝皮櫻花木原木 [z],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,去皮樱花木,stripped_cherry_wood,剝皮櫻花木 (剝皮櫻花木塊),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟥,去皮绯红菌核,stripped_crimson_hyphae,剝皮猩紅菌絲體 (剝皮緋紅菌絲體),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟥,去皮绯红菌柄,stripped_crimson_stem,剝皮猩紅菌柄 (剝皮緋紅蕈柄),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,去皮深色橡木原木,stripped_dark_oak_log,剝皮黑橡木原木,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,去皮深色橡木原木 [水平],stripped_dark_oak_log_horizontal,剝皮黑橡木原木 [水平],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,去皮深色橡木,stripped_dark_oak_wood,剝皮黑橡木 (剝皮黑橡木塊),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,去皮丛林原木,stripped_jungle_log,剝皮叢林木原木,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,去皮丛林原木 [水平],stripped_jungle_log_horizontal,剝皮叢林木原木 [水平],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,去皮丛林木,stripped_jungle_wood,剝皮叢林木 (剝皮叢林木塊),,,,,,,
